"hh_id","part_id","part_gender","part_occupation","part_occupation_detail","part_education","part_education_length","participant_school_year","participant_nationality","child_care","child_care_detail","child_relationship","child_nationality","problems","diary_how","diary_missed_unsp","diary_missed_skin","diary_missed_noskin","sday_id","type","day","month","year","dayofweek","hh_age_1","hh_age_2","hh_age_3","hh_age_4","hh_age_5","hh_age_6","hh_age_7","hh_age_8","hh_age_9","hh_age_10","hh_age_11","hh_age_12","hh_age_13","hh_age_14","hh_age_15","hh_age_16","hh_age_17","hh_age_18","hh_age_19","hh_age_20","class_size","country","hh_size","part_age_exact"
"Mo08HH6665",6665,"M",1,5,1,9,NA,"","",NA,NA,"","",1,1,NA,NA,20060403,1,3,4,2006,1,48,19,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",4,55
"Mo08HH6666",6666,"F",1,8,8,11,NA,"","",NA,NA,"","",3,4,NA,NA,20060403,1,3,4,2006,1,59,19,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",4,54
"Mo08HH6667",6667,"M",1,7,3,12,NA,"","",NA,NA,"","",2,2,NA,NA,20060403,1,3,4,2006,1,13,17,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",4,53
"Mo08HH6668",6668,"F",1,8,8,11,NA,"","",NA,NA,"","",1,1,NA,NA,20060403,1,3,4,2006,1,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,53
"Mo08HH6669",6669,"F",1,8,8,11,NA,"","",NA,NA,"","",2,4,NA,NA,20060403,1,3,4,2006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",1,51
"Mo08HH667",667,"F",3,NA,3,13,NA,"IT","",NA,NA,"","N",3,1,NA,NA,20060526,1,26,5,2006,5,15,21,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",4,46
"Mo08HH6670",6670,"F",1,8,8,11,NA,"","",NA,NA,"","",2,1,NA,NA,20060403,1,3,4,2006,1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,51
"Mo08HH6671",6671,"F",NA,NA,1,9,NA,"","",NA,NA,"","",3,2,NA,NA,20060403,1,3,4,2006,1,54,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",3,49
"Mo08HH6672",6672,"F",1,6,7,17,NA,"","",NA,NA,"","",3,4,NA,NA,20060403,1,3,4,2006,1,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",3,48
"Mo08HH6673",6673,"M",1,8,3,12,NA,"","",NA,NA,"","",2,1,NA,NA,20060403,1,3,4,2006,1,10,14,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",4,47
"Mo08HH6674",6674,"F",1,7,8,11,NA,"","",NA,NA,"","",2,2,NA,NA,20060403,1,3,4,2006,1,7,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",3,46
"Mo08HH6675",6675,"F",1,6,7,17,NA,"","",NA,NA,"","",2,NA,NA,NA,20060405,1,5,4,2006,3,12,14,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",4,42
"Mo08HH6676",6676,"F",1,6,7,17,NA,"","",NA,NA,"","",1,1,NA,NA,20060403,1,3,4,2006,1,9,12,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",4,43
"Mo08HH6677",6677,"F",1,6,7,17,NA,"","",NA,NA,"","",2,2,NA,NA,20060403,1,3,4,2006,1,10,14,17,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",5,41
"Mo08HH6678",6678,"F",1,8,8,11,NA,"","",NA,NA,"","",2,1,NA,NA,20060403,1,3,4,2006,1,7,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",3,41
"Mo08HH6679",6679,"M",1,7,7,17,NA,"","",NA,NA,"","",1,2,NA,NA,20060403,1,3,4,2006,1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,38
"Mo08HH668",668,"F",3,NA,1,5,NA,"IT","",NA,NA,"","N",3,1,NA,NA,20060526,1,26,5,2006,5,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",2,63
"Mo08HH6680",6680,"F",1,8,8,11,NA,"","",NA,NA,"","",1,1,NA,NA,20060403,1,3,4,2006,1,15,17,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",4,37
"Mo08HH6681",6681,"M",1,6,7,17,NA,"","",NA,NA,"","",3,2,NA,NA,20060403,1,3,4,2006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",1,35
"Mo08HH6682",6682,"F",1,7,7,17,NA,"","",NA,NA,"","",1,1,NA,NA,20060403,1,3,4,2006,1,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",3,32
"Mo08HH6683",6683,"F",1,8,7,17,NA,"","",NA,NA,"","",2,1,NA,NA,20060403,1,3,4,2006,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,26
"Mo08HH6684",6684,"F",1,8,8,11,NA,"","",NA,NA,"","",1,1,NA,NA,20060403,1,3,4,2006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,25
"Mo08HH6685",6685,"M",4,NA,8,11,NA,"","",NA,NA,"","",2,2,NA,NA,20060403,1,3,4,2006,1,60,65,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",4,25
"Mo08HH6686",6686,"M",5,NA,3,12,NA,"","",NA,NA,"","",2,2,NA,NA,20060403,1,3,4,2006,1,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",3,22
"Mo08HH6687",6687,"M",5,NA,3,12,NA,"","",NA,NA,"","",2,3,NA,NA,20060403,1,3,4,2006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,21
"Mo08HH6688",6688,"F",1,8,8,11,NA,"","",NA,NA,"","",2,4,NA,NA,20060403,1,3,4,2006,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,21
"Mo08HH6689",6689,"M",5,NA,3,12,NA,"","",NA,NA,"","",3,2,NA,NA,20060403,1,3,4,2006,1,56,50,21,16,14,11,10,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",10,19
"Mo08HH669",669,"F",1,7,3,13,NA,"IT","",NA,NA,"","N",2,1,NA,NA,20060527,1,27,5,2006,6,28,52,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",4,25
"Mo08HH6690",6690,"M",2,NA,1,9,NA,"","",NA,NA,"","",2,1,NA,NA,20060402,1,2,4,2006,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,82
"Mo08HH6691",6691,"F",2,NA,7,17,NA,"","",NA,NA,"","",1,1,NA,NA,20060402,1,2,4,2006,0,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,71
"Mo08HH6692",6692,"F",2,NA,1,9,NA,"","",NA,NA,"","",2,1,NA,NA,20060402,1,2,4,2006,0,38,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",3,40
"Mo08HH6693",6693,"M",2,NA,1,9,NA,"","",NA,NA,"","",3,1,NA,NA,20060409,1,9,4,2006,0,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,68
"Mo08HH6694",6694,"M",2,NA,8,11,NA,"","",NA,NA,"","",1,1,NA,NA,20060402,1,2,4,2006,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,67
"Mo08HH6695",6695,"F",2,NA,1,9,NA,"","",NA,NA,"","",1,NA,NA,NA,20060402,1,2,4,2006,0,46,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",4,66
"Mo08HH6696",6696,"F",2,NA,1,9,NA,"","",NA,NA,"","",1,1,NA,NA,20060402,1,2,4,2006,0,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,66
"Mo08HH6697",6697,"M",2,NA,1,9,NA,"","",NA,NA,"","",2,1,NA,NA,20060402,1,2,4,2006,0,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,63
"Mo08HH6698",6698,"F",2,NA,8,11,NA,"","",NA,NA,"","",2,1,NA,NA,20060402,1,2,4,2006,0,2,29,29,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",5,61
"Mo08HH6699",6699,"F",2,NA,8,11,NA,"","",NA,NA,"","",2,1,NA,NA,20060402,1,2,4,2006,0,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,60
"Mo08HH67",67,"F",5,NA,NA,NA,7,"IT","",NA,NA,"","N",2,2,NA,NA,20060526,2,26,5,2006,5,11,17,42,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,"Italy",5,13
"Mo08HH670",670,"M",1,8,3,13,NA,"IT","",NA,NA,"","N",3,4,NA,NA,20060527,1,27,5,2006,6,25,53,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",4,30
"Mo08HH6700",6700,"M",1,8,8,11,NA,"","",NA,NA,"","",3,NA,NA,NA,20060402,1,2,4,2006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,58
"Mo08HH6701",6701,"F",1,6,1,9,NA,"","",NA,NA,"","",2,1,NA,NA,20060402,1,2,4,2006,0,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,57
"Mo08HH6702",6702,"F",1,8,1,9,NA,"","",NA,NA,"","",2,1,NA,NA,20060402,1,2,4,2006,0,56,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",3,55
"Mo08HH6703",6703,"F",1,8,8,11,NA,"","",NA,NA,"","",2,1,NA,NA,20060402,1,2,4,2006,0,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,53
"Mo08HH6704",6704,"F",1,7,7,17,NA,"","",NA,NA,"","",1,1,NA,NA,20060402,1,2,4,2006,0,21,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",3,53
"Mo08HH6705",6705,"M",1,8,8,11,NA,"","",NA,NA,"","",2,1,NA,NA,20060403,1,3,4,2006,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,52
"Mo08HH6706",6706,"F",1,7,3,12,NA,"","",NA,NA,"","",2,2,NA,NA,20060402,1,2,4,2006,0,9,16,18,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",5,51
"Mo08HH6707",6707,"M",1,6,NA,NA,NA,"","",NA,NA,"","",3,1,NA,NA,20060402,1,2,4,2006,0,10,12,14,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",7,49
"Mo08HH6708",6708,"M",1,8,8,11,NA,"","",NA,NA,"","",2,1,NA,NA,20060403,1,3,4,2006,1,18,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",3,48
"Mo08HH6709",6709,"F",1,8,1,9,NA,"","",NA,NA,"","",2,1,NA,NA,20060402,1,2,4,2006,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,78
"Mo08HH671",671,"F",2,NA,2,8,NA,"IT","",NA,NA,"","N",1,1,NA,NA,20060527,1,27,5,2006,6,30,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",3,56
"Mo08HH6710",6710,"M",1,8,8,11,NA,"","",NA,NA,"","",3,1,NA,NA,20060402,1,2,4,2006,0,5,8,12,40,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",5,46
"Mo08HH6711",6711,"M",1,8,8,11,NA,"","",NA,NA,"","",2,2,NA,NA,20060402,1,2,4,2006,0,15,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",3,44
"Mo08HH6712",6712,"F",2,NA,3,12,NA,"","",NA,NA,"","",2,1,NA,NA,20060402,1,2,4,2006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",1,43
"Mo08HH6713",6713,"F",2,NA,0,NA,NA,"","",NA,NA,"","",2,2,NA,NA,20060402,1,2,4,2006,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,40
"Mo08HH6714",6714,"M",1,6,0,NA,NA,"","",NA,NA,"","",2,1,NA,NA,20060402,1,2,4,2006,0,99,0,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",4,38
"Mo08HH6715",6715,"F",1,8,3,12,NA,"","",NA,NA,"","",3,2,NA,NA,20060402,1,2,4,2006,0,12,15,16,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",5,36
"Mo08HH6716",6716,"M",1,6,7,17,NA,"","",NA,NA,"","",2,1,NA,NA,20060402,1,2,4,2006,0,1,4,7,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",5,36
"Mo08HH6717",6717,"F",1,6,7,17,NA,"","",NA,NA,"","",2,1,NA,NA,20060402,1,2,4,2006,0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,34
"Mo08HH6718",6718,"F",1,8,8,11,NA,"","",NA,NA,"","",2,2,NA,NA,20060402,1,2,4,2006,0,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",3,32
"Mo08HH6719",6719,"M",1,6,7,17,NA,"","",NA,NA,"","",1,1,NA,NA,20060402,1,2,4,2006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",1,30
"Mo08HH672",672,"F",1,7,3,13,NA,"IT","",NA,NA,"","N",1,1,NA,NA,20060528,1,28,5,2006,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",2,43
"Mo08HH6720",6720,"M",1,7,7,17,NA,"","",NA,NA,"","",2,1,NA,NA,20060402,1,2,4,2006,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,29
"Mo08HH6721",6721,"F",1,8,7,17,NA,"","",NA,NA,"","",1,1,NA,NA,20060402,1,2,4,2006,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,26
"Mo08HH6722",6722,"M",5,NA,7,17,NA,"","",NA,NA,"","",1,1,NA,NA,20060402,1,2,4,2006,0,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",3,23
"Mo08HH6723",6723,"M",1,8,3,12,NA,"","",NA,NA,"","",2,2,NA,NA,20060402,1,2,4,2006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",1,22
"Mo08HH6724",6724,"M",1,5,8,11,NA,"","",NA,NA,"","",2,1,NA,NA,20060404,1,4,4,2006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",1,22
"Mo08HH6725",6725,"F",1,8,1,9,NA,"","",NA,NA,"","",3,1,NA,NA,20060402,1,2,4,2006,0,18,22,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",4,21
"Mo08HH6726",6726,"M",5,NA,3,12,NA,"","",NA,NA,"","",3,2,NA,NA,20060402,1,2,4,2006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",1,20
"Mo08HH6727",6727,"F",1,8,3,12,NA,"","",NA,NA,"","",2,2,NA,NA,20060402,1,2,4,2006,0,16,18,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",4,20
"Mo08HH6728",6728,"F",2,NA,1,9,NA,"","",NA,NA,"","",2,1,NA,NA,20060405,1,5,4,2006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",1,78
"Mo08HH6729",6729,"M",2,NA,8,11,NA,"","",NA,NA,"","",1,1,NA,NA,20060405,1,5,4,2006,3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,72
"Mo08HH673",673,"M",2,NA,3,11,NA,"IT","",NA,NA,"","N",2,4,NA,NA,20060527,1,27,5,2006,6,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",2,61
"Mo08HH6730",6730,"F",2,NA,7,17,NA,"","",NA,NA,"","",1,1,NA,NA,20060405,1,5,4,2006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",1,69
"Mo08HH6731",6731,"F",2,NA,7,17,NA,"","",NA,NA,"","",3,1,NA,NA,20060405,1,5,4,2006,3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,68
"Mo08HH6732",6732,"F",2,NA,7,17,NA,"","",NA,NA,"","",1,1,NA,NA,20060405,1,5,4,2006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",1,66
"Mo08HH6733",6733,"F",2,NA,8,11,NA,"","",NA,NA,"","",1,1,NA,NA,20060405,1,5,4,2006,3,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,66
"Mo08HH6734",6734,"F",2,NA,1,9,NA,"","",NA,NA,"","",1,1,NA,NA,20060405,1,5,4,2006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",1,65
"Mo08HH6735",6735,"M",2,NA,7,17,NA,"","",NA,NA,"","",2,4,NA,NA,20060405,1,5,4,2006,3,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,66
"Mo08HH6736",6736,"F",NA,NA,NA,NA,NA,"","",NA,NA,"","",2,1,NA,NA,20060405,1,5,4,2006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",1,64
"Mo08HH6737",6737,"F",1,5,8,11,NA,"","",NA,NA,"","",2,1,NA,NA,20060405,1,5,4,2006,3,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,64
"Mo08HH6738",6738,"M",2,NA,8,11,NA,"","",NA,NA,"","",2,4,NA,NA,20060405,1,5,4,2006,3,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,63
"Mo08HH6739",6739,"F",1,6,7,17,NA,"","",NA,NA,"","",3,1,NA,NA,20060405,1,5,4,2006,3,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,62
"Mo08HH674",674,"F",3,NA,2,8,NA,"IT","",NA,NA,"","N",2,4,NA,NA,20060527,1,27,5,2006,6,20,24,25,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",5,47
"Mo08HH6740",6740,"M",2,NA,8,11,NA,"","",NA,NA,"","",2,2,NA,NA,20060405,1,5,4,2006,3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,61
"Mo08HH6741",6741,"F",1,5,3,12,NA,"","",NA,NA,"","",3,3,NA,NA,20060405,1,5,4,2006,3,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,60
"Mo08HH6742",6742,"F",1,7,8,11,NA,"","",NA,NA,"","",2,1,NA,NA,20060406,1,6,4,2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",1,59
"Mo08HH6743",6743,"M",1,6,1,9,NA,"","",NA,NA,"","",1,1,NA,NA,20060405,1,5,4,2006,3,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,58
"Mo08HH6744",6744,"F",1,8,1,9,NA,"","",NA,NA,"","",2,2,NA,NA,20060405,1,5,4,2006,3,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,58
"Mo08HH6745",6745,"M",2,NA,8,11,NA,"","",NA,NA,"","",2,2,NA,NA,20060405,1,5,4,2006,3,15,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",3,57
"Mo08HH6746",6746,"M",1,7,8,11,NA,"","",NA,NA,"","",1,1,NA,NA,20060406,1,6,4,2006,4,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,56
"Mo08HH6747",6747,"F",2,NA,1,9,NA,"","",NA,NA,"","",2,1,NA,NA,20060405,1,5,4,2006,3,19,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",3,55
"Mo08HH6748",6748,"M",1,7,8,11,NA,"","",NA,NA,"","",2,3,NA,NA,20060405,1,5,4,2006,3,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,54
"Mo08HH6749",6749,"M",1,6,8,11,NA,"","",NA,NA,"","",3,2,NA,NA,20060405,1,5,4,2006,3,54,21,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",4,53
"Mo08HH675",675,"F",3,NA,2,8,NA,"IT","",NA,NA,"","N",3,1,NA,NA,20060528,1,28,5,2006,0,40,62,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",4,38
"Mo08HH6750",6750,"F",2,NA,8,11,NA,"","",NA,NA,"","",3,2,NA,NA,20060405,1,5,4,2006,3,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",2,51
"Mo08HH6751",6751,"M",1,8,1,9,NA,"","",NA,NA,"","",2,2,NA,NA,20060405,1,5,4,2006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",1,50
"Mo08HH6752",6752,"F",1,8,7,17,NA,"","",NA,NA,"","",2,2,NA,NA,20060405,1,5,4,2006,3,14,18,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",4,46
"Mo08HH6753",6753,"M",1,5,3,12,NA,"","",NA,NA,"","",2,1,NA,NA,20060405,1,5,4,2006,3,10,13,15,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",5,45
"Mo08HH6754",6754,"F",1,8,0,NA,NA,"","",NA,NA,"","",2,1,NA,NA,20060405,1,5,4,2006,3,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",3,42
"Mo08HH6755",6755,"M",1,8,8,11,NA,"","",NA,NA,"","",2,2,NA,NA,20060405,1,5,4,2006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",1,40
